2026-03-24 02:12:06 - Suspensos: 1 revendedores, 2 usuários
2026-04-01 04:34:16 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:34:34 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:34:44 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:34:57 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:35:07 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:35:25 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:36:11 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:36:21 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:36:31 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:36:41 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:36:51 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:03 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:13 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:23 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:33 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:43 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:38:53 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:39:03 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:39:24 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:40:23 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:40:44 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:40:54 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:41:04 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:41:22 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:41:36 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:41:46 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:41:56 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:42:06 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:42:16 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:42:26 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:42:36 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:42:46 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:00 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:06 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:16 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:26 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:36 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:46 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:43:56 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:44:49 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:45:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:46:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:47:05 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:47:06 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:47:21 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:47:53 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:48:03 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:48:13 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:48:55 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:49:04 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:49:14 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:49:24 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:49:44 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:50:04 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:50:24 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:50:34 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:50:44 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:50:54 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:51:04 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:51:14 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:51:24 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:51:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:08 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:14 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:24 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:34 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:44 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:52:54 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:53:04 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:53:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:54:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:55:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:56:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:57:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:58:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:59:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:00:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:01:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:02:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:03:17 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:05:08 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:05:18 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:06:08 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:06:18 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:06:28 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 05:12:50 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 15:34:38 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:20 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:35:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:20 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:36:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:20 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:37:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:38:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:38:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:39:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:40:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:41:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:42:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:43:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:44:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:45:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:46:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:47:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:48:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:49:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:50:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:51:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:51:23 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:51:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:51:41 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:51:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:52:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:52:29 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:52:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:52:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:52:59 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:09 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:29 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:53:59 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:09 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:29 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:54:59 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:09 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:29 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:55:59 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:09 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:29 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:56:59 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:57:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:58:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:59:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 15:59:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:00:08 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:00:18 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:00:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:00:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:01:57 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:02:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:02:26 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:02:38 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:02:57 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:03:08 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:03:20 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:03:51 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:04:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:04:24 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:04:34 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:04:58 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:05:08 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:08:44 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:04 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:24 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:34 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:44 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:09:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:10:05 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:10:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:11:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:11:36 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:11:44 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:11:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:12:04 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:12:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:12:24 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:12:34 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:12:51 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:13:01 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:13:08 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:13:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:13:25 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:13:35 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:14:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:14:24 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:14:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:14:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:15:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:15:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:15:20 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:15:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:15:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:16:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:17:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:18:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:18:42 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:18:55 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:05 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:15 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:25 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:35 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:45 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:19:55 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:20:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:21:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:22:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:23:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:23:15 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:23:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:23:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:23:55 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:24:30 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:24:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:24:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:25:00 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:25:10 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:25:22 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:25:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:25:55 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:26:11 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:26:26 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:26:47 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:26:57 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:27:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:27:23 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:27:37 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:27:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:28:08 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:28:23 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:28:39 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:28:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:02 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:23 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:33 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:43 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:29:53 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:30:03 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:30:13 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:30:23 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:31:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:32:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:33:07 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 16:33:13 - Vencidos: 0 revendedores, 3 usuários
